id,insee_code,town_name,zip_code,routing_label,line_5,geopoint
41051,40074,CASTEL SARRAZIN,40330,CASTEL SARRAZIN,NULL,0101000020E6100000BD42D59E4826E9BFA840C120C4CE4540
41052,40075,CASTETS,40260,CASTETS,NULL,0101000020E610000097FE25A94C61F2BF9D95FE6FB6F04540
41053,40076,CAUNA,40500,CAUNA,NULL,0101000020E61000005D8940F50FA2E4BF3898F2C6EEE44540
41054,40077,CAUNEILLE,40300,CAUNEILLE,NULL,0101000020E6100000A1DB4B1AA315F1BF3AB6F9DA0EC84540
41055,40078,CAUPENNE,40250,CAUPENNE,NULL,0101000020E6100000124251EADC1EE8BFBA5F4F8509D84540
41056,40079,CAZALIS,40700,CAZALIS,NULL,0101000020E61000006E8C9DF0125CE5BFBFD0C88CDCCF4540
41057,40080,CAZERES SUR L ADOUR,40270,CAZERES SUR L ADOUR,NULL,0101000020E6100000BC0E8B074AC0D1BF4F16084CF1E24540
41059,40082,CLASSUN,40320,CLASSUN,NULL,0101000020E610000034828DEBDFF5D8BF683A3B199CDB4540
41060,40083,CLEDES,40320,CLEDES,NULL,0101000020E61000004CC3F01131E5D7BFE42E675BF2CD4540
41061,40084,CLERMONT,40180,CLERMONT,NULL,0101000020E6100000A22D420CCF66EDBF28E84020E1D24540
41062,40085,COMMENSACQ,40210,COMMENSACQ,NULL,0101000020E6100000C50F841A7478EABF462B52BCA51A4640
41063,40086,COUDURES,40500,COUDURES,NULL,0101000020E61000005C559BA49E2AE0BF0673052516D84540
41064,40087,CREON D ARMAGNAC,40240,CREON D ARMAGNAC,NULL,0101000020E610000064C3E457BD0DB3BF81E5AD5F55FF4540
41065,40088,DAX,40100,DAX,NULL,0101000020E61000007ED179E81605F1BFB002D770ECD94540
41066,40089,DOAZIT,40700,DOAZIT,NULL,0101000020E61000005A0BB3D0CEC9E4BFDC3FBBE8D0D84540
41067,40090,DONZACQ,40360,DONZACQ,NULL,0101000020E61000000C27C4B70BC8E9BF1BD9959691D34540
41068,40091,DUHORT BACHEN,40800,DUHORT BACHEN,NULL,0101000020E6100000ABFF18DFBC5DD4BF2598C51FA0DB4540
41069,40092,DUMES,40500,DUMES,NULL,0101000020E6100000B95D1E21B9ABE2BFF5C18DEFE6D94540
41070,40093,ESCALANS,40310,ESCALANS,NULL,0101000020E6100000930E208D5429A33FB6A73F564B004640
41071,40094,ESCOURCE,40210,ESCOURCE,NULL,0101000020E6100000E869C020E993F0BFEB73B515FB144640
41072,40095,ESTIBEAUX,40290,ESTIBEAUX,NULL,0101000020E61000009337C0CC7730EDBF7C444C89A4CD4540
41073,40096,ESTIGARDE,40240,ESTIGARDE,NULL,0101000020E6100000CCF27519FED3BDBFFE976BD182054640
41074,40097,EUGENIE LES BAINS,40320,EUGENIE LES BAINS,NULL,0101000020E6100000860BD4BDA963D8BF45B7031A91D84540
41075,40098,EYRES MONCUBE,40500,EYRES MONCUBE,NULL,0101000020E6100000A4C4AEEDED96E1BF8C01C8BF85DB4540
41076,40099,FARGUES,40500,FARGUES,NULL,0101000020E61000003A7FC97CF612DDBF82F56EE29ADC4540
41077,40100,LE FRECHE,40190,LE FRECHE,NULL,0101000020E6100000D66BC4DD6AE7CFBF32DD353259F64540
41078,40101,GAAS,40350,GAAS,NULL,0101000020E6100000E0DF5630E0ABF0BF923DE7131ECE4540
41079,40102,GABARRET,40310,GABARRET,NULL,0101000020E6100000CCA7D8E2642C74BF7A4A181758FE4540
41080,40103,GAILLERES,40090,GAILLERES,NULL,0101000020E6100000CEDB7D33D623D8BFB69267A81BF84540
41081,40104,GAMARDE LES BAINS,40380,GAMARDE LES BAINS,NULL,0101000020E61000002150471163E3EBBFA2BC45161FDD4540
41082,40105,GAREIN,40420,GAREIN,NULL,0101000020E61000001A9A571A9DD8E4BF741310EEA9064640
41083,40106,GARREY,40180,GARREY,NULL,0101000020E6100000C0C293275AC3ECBF6D533C2EAAD54540
41084,40108,GASTES,40160,GASTES,NULL,0101000020E6100000981B0C755831F3BF251BB4FCE5274640
41085,40109,GAUJACQ,40330,GAUJACQ,NULL,0101000020E6100000EBE3A1EF6EC5E7BF201620C0D8D14540
41086,40110,GEAUNE,40320,GEAUNE,NULL,0101000020E61000002CDE7EAFD7AAD7BF98EB7E5FEDD04540
41087,40111,GELOUX,40090,GELOUX,NULL,0101000020E610000054FAAEAD4465E4BFA6BB46263BFD4540
41088,40112,GIBRET,40380,GIBRET,NULL,0101000020E61000006A3B5C61B051EABF3A13E4B130D74540
41089,40113,GOOS,40180,GOOS,NULL,0101000020E6100000EE04A0F60062EDBF4C4AE6FDA4DD4540
41090,40114,GOURBERA,40990,GOURBERA,NULL,0101000020E6100000F20E4B5EF8ACF0BFCB72C8BC44E74540
41091,40115,GOUSSE,40465,GOUSSE,NULL,0101000020E61000008605F7031E18EDBF9026288F38E34540
41092,40116,GOUTS,40400,GOUTS,NULL,0101000020E610000064ABCB290111E9BFC8D34DBD49E34540
41093,40117,GRENADE SUR L ADOUR,40270,GRENADE SUR L ADOUR,NULL,0101000020E6100000E9E5C127E715DBBFEC527EAD26E54540
41094,40118,HABAS,40290,HABAS,NULL,0101000020E6100000B94CF2C8C4D2EDBFE690798956C84540
41095,40119,HAGETMAU,40700,HAGETMAU,NULL,0101000020E6100000C6A9317C9FC5E2BF95F1EF332ED34540
41096,40120,HASTINGUES,40300,HASTINGUES,NULL,0101000020E610000062951CC1D741F2BF7D900A0852C14540
41097,40121,HAURIET,40250,HAURIET,NULL,0101000020E6100000AC336376BB43E6BF16B94CF2C8DD4540
41098,40122,HAUT MAUCO,40280,HAUT MAUCO,NULL,0101000020E6100000D9AD0A79A91DE2BFC1E7E2CAB4E94540
41099,40123,HERM,40990,HERM,NULL,0101000020E61000002E3FCB4E9A21F2BF4B04AA7F90E64540
41100,40124,HERRE,40310,HERRE,NULL,0101000020E61000002CFF10D19E81A3BF0A557B2299024640
41101,40125,HEUGAS,40180,HEUGAS,NULL,0101000020E6100000399DBF643E5BF1BF0101C68E21D24540
41102,40126,HINX,40180,HINX,NULL,0101000020E6100000AFB893E3A9E2EDBFCEB0AC8FE2DA4540
41103,40127,HONTANX,40190,HONTANX,NULL,0101000020E61000006C3DE87EF347D1BF5CE73AE8EDE84540
41104,40128,HORSARRIEU,40700,HORSARRIEU,NULL,0101000020E61000007C4F9B278D47E3BF393F6AB86DD84540
41105,40129,JOSSE,40230,JOSSE,NULL,0101000020E610000021EDDA3928CCF3BF2D3CD45B28D24540
41106,40130,LABASTIDE CHALOSSE,40700,LABASTIDE CHALOSSE,NULL,0101000020E610000021DD19B7E24CE3BF43418413ACCE4540
41107,40131,LABASTIDE D ARMAGNAC,40240,LABASTIDE D ARMAGNAC,NULL,0101000020E6100000CA2198593A55C4BF30EAFFC12CF94540
41108,40132,LABATUT,40300,LABATUT,NULL,0101000020E6100000C8BF852B56C3EFBF8ED948C8F6C64540
41109,40133,LABENNE,40530,LABENNE,NULL,0101000020E61000001472EF2B20FEF6BF4B77D7D990CC4540
41110,40134,LABOUHEYRE,40210,LABOUHEYRE,NULL,0101000020E61000008A986D026724EDBF74A32314B61C4640
41111,40135,LABRIT,40420,LABRIT,NULL,0101000020E610000048CCA266FEC7E1BF687D80A43E104640
41112,40136,LACAJUNTE,40320,LACAJUNTE,NULL,0101000020E6100000D11D6915A2E8DABF7A8D5DA27ACB4540
41113,40137,LACQUY,40120,LACQUY,NULL,0101000020E61000003315E2917839D2BF8A1B5CDFACFA4540
41114,40138,LACRABE,40700,LACRABE,NULL,0101000020E6100000E7AE809DF6EFE2BFC6C37B0E2CCE4540
41115,40139,LAGLORIEUSE,40090,LAGLORIEUSE,NULL,0101000020E6100000989C24A7C053D9BF8AC168FB7CEE4540
41116,40140,LAGRANGE,40240,LAGRANGE,NULL,0101000020E6100000052450B3F62DB6BFEB60B312A9FB4540
41117,40141,LAHOSSE,40250,LAHOSSE,NULL,0101000020E61000003DB665C0592AE9BF0E852A9034DB4540
41118,40142,LALUQUE,40465,LALUQUE,NULL,0101000020E61000002F7887CA7569EFBF317DAF2138ED4540
41119,40143,LAMOTHE,40250,LAMOTHE,NULL,0101000020E6100000E202756FEA28E5BF3022F6AEE6E54540
41120,40144,LARBEY,40250,LARBEY,NULL,0101000020E6100000E7FAE362B152E7BF1E2B9DB415DA4540
41121,40145,LARRIVIERE ST SAVIN,40270,LARRIVIERE ST SAVIN,NULL,0101000020E61000005C32D81E076FDBBFDB977D68B0E04540
41122,40146,LATRILLE,40800,LATRILLE,NULL,0101000020E6100000F2CB608C4894D2BF2345099F52D04540
41123,40147,LAUREDE,40250,LAUREDE,NULL,0101000020E6100000FA5B02F04F49E9BF50278F5DD8E04540
41124,40148,LAURET,40320,LAURET,NULL,0101000020E6100000BC581822A7EFD4BF504942C733C84540
41125,40149,LENCOUACQ,40120,LENCOUACQ,NULL,0101000020E610000046C8E5E4EAACD8BFDB2ED91DF7124640
41126,40150,LEON,40550,LEON,NULL,0101000020E610000084F46FF2B66DF4BFC830DDDA78EC4540
41127,40151,LESGOR,40400,LESGOR,NULL,0101000020E61000000E72CDD36F15EDBFB6A8AA2BFAED4540
41128,40152,LESPERON,40260,LESPERON,NULL,0101000020E6100000F8BFC870E155F1BFA29F5F4A93FB4540
41129,40153,LE LEUY,40250,LE LEUY,NULL,0101000020E610000066FDC11B2DE2E4BF62E8C715CDE84540
41130,40154,LEVIGNACQ,40170,LEVIGNACQ,NULL,0101000020E61000006062878CA252F2BF6AC2514DA4014640
41131,40155,LINXE,40260,LINXE,NULL,0101000020E6100000001AA54BFF82F3BFB261F2ABDEF64540
41132,40156,LIPOSTHEY,40410,LIPOSTHEY,NULL,0101000020E6100000C2D8E7D61041ECBF2440F273E8264640
41133,40157,LIT ET MIXE,40170,LIT ET MIXE,NULL,0101000020E61000006EEA4D565654F4BF8BC1C3B46F034640
41134,40158,LOSSE,40240,LOSSE,NULL,0101000020E610000072080BDDDBE3B7BF00B3D6AB230C4640
41135,40159,LOUER,40380,LOUER,NULL,0101000020E6100000CDFC0F559D7AECBF2EC48FD6BDE04540
41136,40160,LOURQUEN,40250,LOURQUEN,NULL,0101000020E61000003B6EF8DD746BE9BF4BDA9E6ABEDD4540
41137,40161,LUBBON,40240,LUBBON,NULL,0101000020E6100000D23DEB1A2D078ABF6C8EBD280B0E4640
41138,40162,LUCBARDEZ ET BARGUES,40090,LUCBARDEZ ET BARGUES,NULL,0101000020E6100000F29E5E848483DABFE03719B0BFFC4540
41139,40163,LUE,40210,LUE,NULL,0101000020E610000028E2BE1FC88BEFBF89D4B48BE91D4640
41140,40164,RETJONS,40120,RETJONS,NULL,0101000020E6100000C9CD70033EBFD2BF6CF2EF8EE7114640
41141,40165,LUGLON,40630,LUGLON,NULL,0101000020E6100000BD5873DB1961E7BF93C90457540A4640
41142,40166,LUSSAGNET,40270,LUSSAGNET,NULL,0101000020E6100000F8808AF4EC03CEBF5A4A9693D0E24540
41143,40167,LUXEY,40430,LUXEY,NULL,0101000020E61000002D0A16E2EC31E0BF68EE21E17B1E4640
41144,40168,MAGESCQ,40140,MAGESCQ,NULL,0101000020E6100000E33B8CA438F2F2BFBCC392173EE34540
41145,40169,MAILLAS,40120,MAILLAS,NULL,0101000020E61000008DF4FD2F32DCC6BF4793E6EA221B4640
41146,40170,MAILLERES,40120,MAILLERES,NULL,0101000020E6100000A070D1240C5EDCBF4C762277C7024640
41147,40171,MANO,40410,MANO,NULL,0101000020E61000007440B73C7B73E5BF5002F62CE3364640
41148,40172,MANT,40700,MANT,NULL,0101000020E610000007335CD37216E0BFE777F585EBCB4540
41149,40173,MARPAPS,40330,MARPAPS,NULL,0101000020E6100000D6D9DA0C81CDE5BFED03DA675FC94540
41150,40174,MAURIES,40320,MAURIES,NULL,0101000020E61000001CF972558F6AD5BF55D1692794CE4540
41151,40175,MAURRIN,40270,MAURRIN,NULL,0101000020E610000024856863DB58D7BF18B0E42A16E94540
41152,40176,MAUVEZIN D ARMAGNAC,40240,MAUVEZIN D ARMAGNAC,NULL,0101000020E6100000895C154D0CEEC0BFB5256195C1FA4540
41153,40177,MAYLIS,40250,MAYLIS,NULL,0101000020E610000010BB4AD2908CE6BFFC1A4982F0D84540
41154,40178,MAZEROLLES,40090,MAZEROLLES,NULL,0101000020E610000010AB894F4BBDDBBF5A7B9FAA42F14540
41155,40179,MEES,40990,MEES,NULL,0101000020E610000077C883E3E810F2BF474AC4A5F4DA4540
41156,40180,MEILHAN,40400,MEILHAN,NULL,0101000020E6100000A43D14BB6C4AE6BFDEC666472AEF4540
41157,40181,MESSANGES,40660,MESSANGES,NULL,0101000020E6100000EAFEFB9D37CFF5BFFAB8910D7FE74540
41158,40182,MEZOS,40170,MEZOS,NULL,0101000020E61000004DD9E9077541F2BF26D35746D90A4640
41159,40183,MIMBASTE,40350,MIMBASTE,NULL,0101000020E6100000F24AEDA06D90EEBF52E2845330D34540
41160,40184,MIMIZAN,40200,MIMIZAN,NULL,0101000020E6100000FE05CC8D33B7F3BF8A624DC08A194640
41161,40185,MIRAMONT SENSACQ,40320,MIRAMONT SENSACQ,NULL,0101000020E6100000C28F204BD5ECD4BFBAF1930F66CC4540
41162,40186,MISSON,40290,MISSON,NULL,0101000020E6100000A674FA8BEABEEEBF736C98FC2ACB4540
41163,40187,MOLIETS ET MAA,40660,MOLIETS ET MAA,NULL,0101000020E61000005C35CF11F9BEF5BF767A94006BEE4540
41164,40188,MOMUY,40700,MOMUY,NULL,0101000020E610000054CF38C3C3AAE4BF1C4641F0F8CE4540
41165,40189,MONGET,40700,MONGET,NULL,0101000020E610000098EF2AB5281DE1BF00B5071074C74540
41166,40190,MONSEGUR,40700,MONSEGUR,NULL,0101000020E61000002C7A4C497B68E1BF006AB46675CE4540
41167,40191,MONTAUT,40500,MONTAUT,NULL,0101000020E6100000382163A4CD07E5BF94E5DA0624DD4540
41168,40192,MONT DE MARSAN,40000,MONT DE MARSAN,NULL,0101000020E61000005258F32DBD07E0BF1EFE9AAC51F24540
41169,40193,MONTEGUT,40190,MONTEGUT,NULL,0101000020E610000041D076F12323CABFCA3FE9FAF4EF4540
41170,40194,MONTFORT EN CHALOSSE,40380,MONTFORT EN CHALOSSE,NULL,0101000020E610000098A9A4A9F9C5EABF27E8E5666EDA4540
41171,40195,MONTGAILLARD,40500,MONTGAILLARD,NULL,0101000020E61000005074136BA7DCDEBFF813950DEBE04540
41172,40196,MONTSOUE,40500,MONTSOUE,NULL,0101000020E610000060FCD9345B1EE0BF0AC3DBDEC9DD4540
41173,40197,MORCENX LA NOUVELLE,40110,MORCENX LA NOUVELLE,ARJUZANX,0101000020E610000018A76B370B45EDBF74C5D67D11044640
41174,40197,MORCENX LA NOUVELLE,40110,MORCENX LA NOUVELLE,GARROSSE,0101000020E610000018A76B370B45EDBF74C5D67D11044640
41175,40197,MORCENX LA NOUVELLE,40110,MORCENX LA NOUVELLE,MORCENX,0101000020E610000018A76B370B45EDBF74C5D67D11044640
41176,40197,MORCENX LA NOUVELLE,40110,MORCENX LA NOUVELLE,SINDERES,0101000020E610000018A76B370B45EDBF74C5D67D11044640
41177,40198,MORGANX,40700,MORGANX,NULL,0101000020E6100000A4703D0AD743E2BFD84FB5CC58CD4540
41178,40199,MOUSCARDES,40290,MOUSCARDES,NULL,0101000020E6100000AD2AA0F5956CECBF066BF7063ACC4540
41179,40200,MOUSTEY,40410,MOUSTEY,NULL,0101000020E61000008351499D80A6E8BF674D87A988314640
41180,40201,MUGRON,40250,MUGRON,NULL,0101000020E6100000E8D1F99573EEE7BF362383DCC5DE4540
41181,40202,NARROSSE,40180,NARROSSE,NULL,0101000020E6100000018E9834A114F0BF4E2BE0F9A0D84540
41182,40203,NASSIET,40330,NASSIET,NULL,0101000020E6100000C5FDECECD0F5E5BFFA6B68B9A2CC4540
41183,40204,NERBIS,40250,NERBIS,NULL,0101000020E6100000B10D260F5522E7BFE0A35934F8DF4540
41184,40205,NOUSSE,40380,NOUSSE,NULL,0101000020E6100000655C27E43951EABFB430FAC044DC4540
41185,40206,OEYREGAVE,40300,OEYREGAVE,NULL,0101000020E61000005FFFBFFBF499F1BF3451DF8D60C34540
41186,40207,OEYRELUY,40180,OEYRELUY,NULL,0101000020E61000005B046B419444F1BFDE9F9CB264D64540
41187,40208,ONARD,40380,ONARD,NULL,0101000020E6100000C8E5E4EA6C8DEABFACD3371F8DE34540
41188,40209,ONDRES,40440,ONDRES,NULL,0101000020E6100000A8D8E2642C54F7BF7EB78A0FFDC74540
41189,40210,ONESSE LAHARIE,40110,ONESSE LAHARIE,NULL,0101000020E610000003DA0C26B45BF0BFA5DF19C80E084640
41190,40210,ONESSE LAHARIE,40110,ONESSE LAHARIE,LAHARIE,0101000020E610000003DA0C26B45BF0BFA5DF19C80E084640
41191,40211,ORIST,40300,ORIST,NULL,0101000020E610000067987F9994C7F2BF1EEB98A9FFD04540
41192,40212,ORTHEVIELLE,40300,ORTHEVIELLE,NULL,0101000020E6100000D7E6B5C82C51F2BF5A8BAABAA2C84540
41193,40213,ORX,40230,ORX,NULL,0101000020E6100000BA8674D3C1E5F5BF85E16DEF64CD4540
41194,40214,OSSAGES,40290,OSSAGES,NULL,0101000020E61000006A31D351691FECBF3CA5DEAE72C74540
41195,40215,OUSSE SUZAN,40110,OUSSE SUZAN,NULL,0101000020E6100000F62E9402C112E8BFC4B93C8C7FF94540
41196,40216,OZOURT,40380,OZOURT,NULL,0101000020E6100000D8C9CFFC2021ECBF4803D3C416D44540
41197,40217,PARENTIS EN BORN,40160,PARENTIS EN BORN,NULL,0101000020E61000002E3E6079EB67F1BFCE0BC1BB262D4640
41198,40218,PARLEBOSCQ,40310,PARLEBOSCQ,NULL,0101000020E6100000FA580BFD5DE99A3F53B8793EDEF74540
41199,40219,PAYROS CAZAUTETS,40320,PAYROS CAZAUTETS,NULL,0101000020E6100000DAA5B2CD3270D9BF56AAFA4B41D04540
41200,40220,PECORADE,40320,PECORADE,NULL,0101000020E61000007CF5F1D077F7D6BF12AB9A7B23D34540
41201,40221,PERQUIE,40190,PERQUIE,NULL,0101000020E610000016F88A6EBD66D0BF0AA2EE0310EF4540
41202,40222,PEY,40300,PEY,NULL,0101000020E6100000E2186E652E45F3BF4DB791570CCF4540
41203,40223,PEYRE,40700,PEYRE,NULL,0101000020E6100000420B64D1CFCFE1BF828B153518C94540
41204,40224,PEYREHORADE,40300,PEYREHORADE,NULL,0101000020E6100000ACD914D918C5F1BF884CF910D4C74540
41205,40225,PHILONDENX,40320,PHILONDENX,NULL,0101000020E610000084961A46E676DBBFCAA3C0A7DEC84540
41206,40226,PIMBO,40320,PIMBO,NULL,0101000020E61000009C2E30D05AF6D7BFA6D24F383BCA4540
41207,40227,PISSOS,40410,PISSOS,NULL,0101000020E610000018699890C54CE9BFE03CE64D8F264640
41208,40227,PISSOS,40410,PISSOS,RICHET,0101000020E610000018699890C54CE9BFE03CE64D8F264640
41209,40228,POMAREZ,40360,POMAREZ,NULL,0101000020E61000002EC901BB9ADCEABF649FB6FC76CF4540
41210,40229,PONTENX LES FORGES,40200,PONTENX LES FORGES,NULL,0101000020E6100000762387E35476F1BFAAC5F18DB2204640
41211,40230,PONTONX SUR L ADOUR,40465,PONTONX SUR L ADOUR,NULL,0101000020E61000002A8991CAB9F9EDBFDAFA8E8678E54540
41212,40231,PORT DE LANNE,40300,PORT DE LANNE,NULL,0101000020E61000008FC6A17E17F6F2BF4B4DCCC4BEC94540
41213,40232,POUDENX,40700,POUDENX,NULL,0101000020E6100000943AB7BF69F0E2BFB6D6BC4F7ACA4540
41214,40233,POUILLON,40350,POUILLON,NULL,0101000020E6100000B7F292FFC9FFEFBFC16B3C7DA9CD4540
41215,40234,POUYDESSEAUX,40120,POUYDESSEAUX,NULL,0101000020E6100000C86AA9729086D6BFDE944D147CFE4540
41216,40235,POYANNE,40380,POYANNE,NULL,0101000020E6100000E6A5ACF07824EABFA5FCFF939AE04540
41217,40236,POYARTIN,40380,POYARTIN,NULL,0101000020E61000000EEA11595A7CEBBFCEA387461CD84540
41218,40237,PRECHACQ LES BAINS,40465,PRECHACQ LES BAINS,NULL,0101000020E6100000292FE873A469EDBFB1DEA815A6E04540
41219,40238,PUJO LE PLAN,40190,PUJO LE PLAN,NULL,0101000020E6100000320F4F65070BD6BFD0C1E9132FEE4540
41295,40315,TETHIEU,40990,TETHIEU,NULL,0101000020E6100000BC22F8DF4AB6EEBF7CFFD599B1DF4540
41220,40239,PUYOL CAZALET,40320,PUYOL CAZALET,NULL,0101000020E6100000441B800D88D0D9BF0BC567FC8CCD4540
41221,40240,RENUNG,40270,RENUNG,NULL,0101000020E6100000549918816771D7BFDEED30DCEFDE4540
41222,40242,RIMBEZ ET BAUDIETS,40310,RIMBEZ ET BAUDIETS,NULL,0101000020E6100000D10A6712503CA83FF83CDA939B074640
41223,40243,RION DES LANDES,40370,RION DES LANDES,NULL,0101000020E61000007B455CA56032EEBF60D67A7544F74540
41224,40243,RION DES LANDES,40370,RION DES LANDES,BOOS,0101000020E61000007B455CA56032EEBF60D67A7544F74540
41225,40244,RIVIERE SAAS ET GOURBY,40180,RIVIERE SAAS ET GOURBY,NULL,0101000020E61000004E63D6E65ACFF2BFFB157CE420D94540
41226,40245,ROQUEFORT,40120,ROQUEFORT,NULL,0101000020E610000076453A4DB009D5BF80F3E2C4D7044640
41227,40246,SABRES,40630,SABRES,NULL,0101000020E6100000D29F47D62B76E7BFE087DE3D9B134640
41228,40247,ST AGNET,40800,ST AGNET,NULL,0101000020E610000042A50007A348D1BF58FF8C776CCD4540
41229,40248,ST ANDRE DE SEIGNANX,40390,ST ANDRE DE SEIGNANX,NULL,0101000020E6100000F2C2E7983DCAF5BF7EA8D9A8F3C74540
41230,40249,ST AUBIN,40250,ST AUBIN,NULL,0101000020E610000028E9ABF58F2FE7BF9C2045F8F2DB4540
41231,40250,ST AVIT,40090,ST AVIT,NULL,0101000020E610000015DD1F949CF8DCBFE3E88596D0F84540
41232,40251,ST BARTHELEMY,40390,ST BARTHELEMY,NULL,0101000020E6100000E27E7676E83AF5BF5622F54391C24540
41233,40252,STE COLOMBE,40700,STE COLOMBE,NULL,0101000020E61000009519259EA2D9E1BFB27F434D19D74540
41234,40253,ST CRICQ CHALOSSE,40700,ST CRICQ CHALOSSE,NULL,0101000020E6100000A2A0CA1FC28EE5BF32D8C34DFCD34540
41235,40254,ST CRICQ DU GAVE,40300,ST CRICQ DU GAVE,NULL,0101000020E6100000723D65901642F0BFCAFED4D322C34540
41236,40255,ST CRICQ VILLENEUVE,40190,ST CRICQ VILLENEUVE,NULL,0101000020E6100000653CA5DEAE72D6BFA530EF71A6F34540
41237,40256,ST ETIENNE D ORTHE,40300,ST ETIENNE D ORTHE,NULL,0101000020E6100000BA066CBD950BF3BF4E4700378BCB4540
41238,40257,STE EULALIE EN BORN,40200,STE EULALIE EN BORN,NULL,0101000020E6100000EB5AD6581D64F3BF3A0E1714E1224640
41239,40258,STE FOY,40190,STE FOY,NULL,0101000020E61000005018946934B9D4BF584C11853BF74540
41240,40259,ST GEIN,40190,ST GEIN,NULL,0101000020E6100000B8414871E973D3BF71E9F3AC7FEA4540
41241,40260,ST GEOURS D AURIBAT,40380,ST GEOURS D AURIBAT,NULL,0101000020E610000042333E82D1DBEABF70067FBF98E04540
41242,40261,ST GEOURS DE MAREMNE,40230,ST GEOURS DE MAREMNE,NULL,0101000020E6100000FC4A3151CEC1F3BF1E68AACCB9D74540
41243,40262,ST GOR,40120,ST GOR,NULL,0101000020E610000074023F4FA84CCEBFC5724BABA1094640
41244,40263,ST JEAN DE LIER,40380,ST JEAN DE LIER,NULL,0101000020E610000018EE5C18E925ECBFC56691378AE44540
41245,40264,ST JEAN DE MARSACQ,40230,ST JEAN DE MARSACQ,NULL,0101000020E61000000E750E547C12F4BFBE8BAD56DCCE4540
41246,40265,ST JULIEN D ARMAGNAC,40240,ST JULIEN D ARMAGNAC,NULL,0101000020E6100000E1B4E0455FC1C1BF048CD3B51BFF4540
41247,40266,ST JULIEN EN BORN,40170,ST JULIEN EN BORN,NULL,0101000020E6100000179F02603C13F4BFE61599CAEC0A4640
41248,40267,ST JUSTIN,40240,ST JUSTIN,NULL,0101000020E6100000F871344756FECCBFE4F791B6CCFE4540
41249,40268,ST LAURENT DE GOSSE,40390,ST LAURENT DE GOSSE,NULL,0101000020E6100000A76730FC968FF4BFFCAA5CA8FCC24540
41250,40269,ST LON LES MINES,40300,ST LON LES MINES,NULL,0101000020E61000006616A1D80A2AF2BFBC41B45634CF4540
41251,40270,ST LOUBOUER,40320,ST LOUBOUER,NULL,0101000020E6100000C487C89F5E5FDABF40930E208DD74540
41252,40271,STE MARIE DE GOSSE,40390,STE MARIE DE GOSSE,NULL,0101000020E610000084752D6BACAEF3BFE2A6ABE05CC64540
41253,40272,ST MARTIN DE HINX,40390,ST MARTIN DE HINX,NULL,0101000020E6100000B0384140634BF4BFDB7525B847CA4540
41254,40273,ST MARTIN DE SEIGNANX,40390,ST MARTIN DE SEIGNANX,NULL,0101000020E610000042F394302E20F6BF8D34A781D5C44540
41255,40274,ST MARTIN D ONEY,40090,ST MARTIN D ONEY,NULL,0101000020E6100000A00C44053DCAE4BFA0F1E956F4F64540
41256,40275,ST MAURICE SUR ADOUR,40270,ST MAURICE SUR ADOUR,NULL,0101000020E6100000086B08331206DEBF4A511D6187E54540
41257,40276,ST MICHEL ESCALUS,40550,ST MICHEL ESCALUS,NULL,0101000020E6100000317491E79FF5F3BFEABB11CC07F04540
41258,40277,ST PANDELON,40180,ST PANDELON,NULL,0101000020E610000098C0ADBB79AAF0BFDC0C37E073D54540
41259,40278,ST PAUL EN BORN,40200,ST PAUL EN BORN,NULL,0101000020E61000009D6516A1D87AF2BF0F82E90FA81A4640
41260,40279,ST PAUL LES DAX,40990,ST PAUL LES DAX,NULL,0101000020E6100000942F0D688E81F1BFD8400466CFDF4540
41261,40280,ST PERDON,40090,ST PERDON,NULL,0101000020E6100000F09B0CD81F52E3BFE570F783CBEF4540
41262,40281,ST PIERRE DU MONT,40280,ST PIERRE DU MONT,NULL,0101000020E6100000D7A19A92ACA3E0BFC4133070AFEF4540
41263,40282,ST SEVER,40500,ST SEVER,NULL,0101000020E610000018450F7C0CF6E1BF9479F53BDEE14540
41264,40283,ST VINCENT DE PAUL,40990,ST VINCENT DE PAUL,NULL,0101000020E6100000DCFC1AA43BE3EFBFBBB2B04CE4E24540
41265,40284,ST VINCENT DE TYROSSE,40230,ST VINCENT DE TYROSSE,NULL,0101000020E6100000E31EA6D82CD2F4BF364C7ED5DBD44540
41266,40285,ST YAGUEN,40400,ST YAGUEN,NULL,0101000020E6100000983270404BB7E7BF84D0419770F34540
41267,40286,SAMADET,40320,SAMADET,NULL,0101000020E61000008D9EB6A1BD55DFBF2B4190CD9FD04540
41268,40287,SANGUINET,40460,SANGUINET,NULL,0101000020E6100000716F230AD271F1BF60C77F81203D4640
41269,40288,SARBAZAN,40120,SARBAZAN,NULL,0101000020E61000001E75CF15007ED4BF65E833FB97014640
41270,40289,SARRAZIET,40500,SARRAZIET,NULL,0101000020E61000001E2796A5E7E7DFBF0365AE6763DA4540
41271,40290,SARRON,40800,SARRON,NULL,0101000020E6100000B14BF9B59A1AD1BF3218C85812CB4540
41272,40291,SAUBION,40230,SAUBION,NULL,0101000020E61000004E486B0C3A51F5BFFE4DDEB625D64540
41273,40292,SAUBRIGUES,40230,SAUBRIGUES,NULL,0101000020E6100000CE0BC1BBA631F5BFAE1809C8F2CD4540
41274,40293,SAUBUSSE,40180,SAUBUSSE,NULL,0101000020E6100000E8887C9752E7F2BF469330783DD64540
